Store Number,Annual Revenue,Annual Operational Costs,Median Income,Format
3278,200400,103900,74300,Cafe
3279,142200,103900,67700,Cafe
3280,129000,103900,68600,Cafe
3281,165600,103900,68800,Cafe
3282,189900,103900,73800,Cafe
3283,185200,104000,69400,Cafe
3284,182200,103900,72700,Cafe
3285,153000,103900,70300,Cafe
3286,149600,103900,72100,Cafe
3287,178400,104000,77100,Cafe
3288,211700,103900,69900,Cafe
3289,172000,103900,71300,Cafe
3290,188200,104000,73000,Cafe
3291,199600,103900,66900,Cafe
3292,179000,103900,72100,Cafe
3293,176300,103900,69300,Cafe
3294,141500,103900,70800,Cafe
3295,187100,103900,70100,Cafe
3296,120700,104000,68800,Cafe
3297,156400,103900,69800,Cafe
3298,205200,103900,74100,Cafe
3299,231600,103900,73300,Cafe
3300,145100,103900,68900,Cafe
3301,77400,103900,67500,Cafe
3302,104900,103900,64900,Cafe
3303,175200,104000,65700,Cafe
3304,166500,103900,71700,Cafe
3305,145000,103900,74700,Cafe
3306,159300,104000,71600,Cafe
3307,176100,103900,65300,Cafe
3308,180000,103900,74800,Cafe
3309,175300,103900,69300,Cafe
3310,152200,103900,70000,Cafe
3311,205400,103900,73200,Cafe
3312,143600,103900,71100,Cafe
3313,157800,103900,73600,Cafe
3314,184800,103900,71300,Cafe
3315,136000,104000,66500,Cafe
3316,149800,103900,68500,Cafe
3317,177700,103900,75200,Cafe
3318,199300,103900,79400,Cafe
3319,95200,103900,68600,Cafe
3320,174300,103900,71300,Cafe
3321,157600,103900,68700,Cafe
3322,176800,104000,68600,Cafe
3323,175000,103900,65800,Cafe
3324,205700,103900,74100,Cafe
3325,129200,103900,71900,Cafe
3326,185500,104000,73300,Cafe
3327,188400,103900,72600,Cafe
3328,169300,104000,69900,Cafe
3329,182600,103900,72300,Cafe
3330,168300,103900,68200,Cafe
3331,170300,104000,73200,Cafe
3332,186700,103900,68400,Cafe
3333,175500,103900,72300,Cafe
3334,119700,103900,66000,Cafe
3335,168600,103900,70000,Cafe
3336,159500,104000,65700,Cafe
3337,160000,103900,72100,Cafe
3338,207900,103900,71400,Cafe
3339,187700,104000,69500,Cafe
3340,162500,103900,65500,Cafe
3341,149700,103900,69600,Cafe
3342,194000,103900,73100,Cafe
3343,164000,103900,70000,Cafe
3344,170100,103900,66300,Cafe
3345,146200,104000,70400,Cafe
3346,182400,104000,75700,Cafe
3347,167500,103900,67700,Cafe
3348,147100,103900,67000,Cafe
3349,183900,103900,72900,Cafe
3350,210700,103900,69800,Cafe
3351,187500,104000,70700,Cafe
3352,110000,103900,67900,Cafe
3353,112500,103900,70700,Cafe
3354,75100,103900,66900,Cafe
3355,173800,103900,69100,Cafe
3356,159200,103900,71100,Cafe
3357,154800,104000,67300,Cafe
3358,194800,103900,64000,Cafe
3359,190100,103900,68500,Cafe
3360,185400,103900,70500,Cafe
3361,89000,103900,66600,Cafe
3362,150500,103900,67900,Cafe
3363,157700,103900,65300,Cafe
3364,77900,103900,63800,Cafe
3365,168000,103900,68700,Cafe
3366,92400,103900,67600,Cafe
3367,159500,103900,70800,Cafe
3368,160300,103900,64300,Cafe
3369,127900,103900,69900,Cafe
3370,139400,103900,69800,Cafe
3371,134700,103900,70100,Cafe
3372,154300,103900,69600,Cafe
3373,113000,103900,69200,Cafe
3374,163000,103900,72100,Cafe
3375,184500,103900,75400,Cafe
3376,138900,103900,67000,Cafe
3377,195400,104000,76800,Cafe
3378,169800,103900,73800,Cafe
3379,148600,103900,67400,Cafe
3380,180200,104000,74200,Cafe
3381,140300,103900,69600,Cafe
3382,183200,103900,72400,Cafe
3383,192500,103900,65100,Cafe
3384,186000,103900,68700,Cafe
3385,220900,103900,73500,Cafe
3386,126500,103900,69000,Cafe
3387,160500,103900,68200,Cafe
3388,193400,103900,71500,Cafe
3389,174400,103900,70500,Cafe
3390,102000,103900,67300,Cafe
3391,132300,103900,66000,Cafe
3392,158300,103900,69100,Cafe
3393,170600,103900,68600,Cafe
3394,153800,103900,70700,Cafe
3395,173200,103900,69500,Cafe
3396,175300,103900,71100,Cafe
3397,179100,103900,70300,Cafe
3398,229100,103900,75800,Cafe
3399,126500,103900,65800,Cafe
3400,201200,103900,75700,Cafe
3401,176900,103900,68300,Cafe
3402,198900,103900,69400,Cafe
3403,163200,103900,74300,Cafe
3404,170600,103900,71000,Cafe
3405,159700,103900,68300,Cafe
3406,177000,103900,71600,Cafe
3407,204300,103900,73400,Cafe
3408,128100,103900,70900,Cafe
3409,193100,103900,66600,Cafe
3410,146300,103900,67900,Cafe
3411,192800,103900,67100,Cafe
3412,197900,103900,69800,Cafe
3413,158400,103900,69200,Cafe
3414,121500,103900,66700,Cafe
3415,159900,103900,70500,Cafe
3416,158300,103900,71700,Cafe
3417,221800,103900,71900,Cafe
3418,159400,103900,63500,Cafe
3419,171800,103900,61100,Cafe
3420,216800,103900,71500,Cafe
3421,144100,103900,71200,Cafe
3422,184600,103900,70200,Cafe
3423,167400,103900,69000,Cafe
3424,216400,103900,73600,Cafe
3425,182100,103900,72600,Cafe
3426,152700,103900,71500,Cafe
3427,181800,103900,71200,Cafe
3428,143000,103900,70400,Cafe
3429,133000,103900,69600,Cafe
3430,159500,103900,64200,Cafe
3431,152500,103900,69900,Cafe
3432,67200,103900,65200,Cafe
3433,96100,104000,69200,Cafe
3434,146400,103900,69700,Cafe
3435,147900,103900,67800,Cafe
3436,209200,103900,74000,Cafe
3437,92600,103900,65100,Cafe
3438,123900,103900,70300,Cafe
3439,115800,103900,71600,Cafe
3440,122100,103900,68500,Cafe
3441,207500,103900,72800,Cafe
3442,184900,103900,73600,Cafe
3443,184300,103900,71800,Cafe
3444,151900,103900,68600,Cafe
3445,193800,103900,76100,Cafe
3446,145500,104000,74100,Cafe
3447,169700,104000,68200,Cafe
3448,220000,103900,70600,Cafe
3449,186000,103900,72700,Cafe
3450,140800,103900,67200,Cafe
3451,189400,103900,72800,Cafe
3452,191100,103900,74400,Cafe
3453,122200,103900,68400,Cafe
3454,194500,103900,76700,Cafe
3455,190200,103900,67100,Cafe
3456,87300,103900,60200,Cafe
3457,175000,103900,69900,Cafe
3458,216100,103900,67000,Cafe
3459,183200,103900,72800,Cafe
3460,154100,103900,64000,Cafe
3461,201700,104000,69200,Cafe
3462,173200,104000,69900,Cafe
3463,180300,103900,68100,Cafe
3464,66400,104000,65500,Cafe
3465,145700,103900,72200,Cafe
3466,157700,103900,70200,Cafe
3467,133700,103900,69700,Cafe
3468,167700,103900,65500,Cafe
3469,142200,103900,64500,Cafe
3470,157800,103900,70000,Cafe
3471,140100,103900,64600,Cafe
3472,205600,103900,74100,Cafe
3473,178500,103900,74600,Cafe
3474,107400,103900,63700,Cafe
3475,167800,104000,65800,Cafe
3476,144300,104000,67800,Cafe
3477,201500,103900,68900,Cafe
3478,213500,103900,69400,Cafe
3479,135500,103900,70000,Cafe
3480,151400,103900,69900,Cafe
3481,154400,103900,71800,Cafe
3482,159500,103900,68800,Cafe
3483,129900,103900,69000,Cafe
3484,212800,104000,70100,Cafe
3485,171100,104000,67100,Cafe
3486,159200,103900,69700,Cafe
3487,190600,103900,71000,Cafe
3488,169700,103900,69300,Cafe
3489,176000,103900,69800,Cafe
3490,171000,103900,71400,Cafe
3491,150100,103900,68200,Cafe
3492,197300,104000,75000,Cafe
3493,145100,103900,73000,Cafe
3494,128200,103900,69400,Cafe
3495,146100,103900,67200,Cafe
3496,174300,103900,72400,Cafe
3497,202500,103900,68200,Cafe
3498,174600,103900,66900,Cafe
3499,221100,104000,69600,Cafe
3500,140300,103900,68200,Cafe
3501,184900,103900,71300,Cafe
3502,195000,103900,75600,Cafe
3503,103900,103900,63400,Cafe
3504,145000,103900,68500,Cafe
3505,144600,103900,66200,Cafe
3506,173000,103900,71800,Cafe
3507,116800,103900,68600,Cafe
3508,159400,103900,71700,Cafe
3509,141900,103900,70600,Cafe
3510,169100,103900,71400,Cafe
3511,165300,103900,77200,Cafe
3512,132100,103900,70800,Cafe
3513,170900,103900,70100,Cafe
3514,128300,103900,69600,Cafe
3515,181900,103900,68100,Cafe
3516,141800,104000,62200,Cafe
3517,170600,103900,68300,Cafe
3518,154000,103900,69200,Cafe
3519,154000,103900,72100,Cafe
3520,210100,103900,70100,Cafe
3521,200900,104000,70300,Cafe
3522,150300,103900,74100,Cafe
3523,135800,103900,70400,Cafe
3524,131800,103900,71200,Cafe
3525,136600,104000,71800,Cafe
3526,184500,104000,70300,Cafe
3527,174000,104000,72300,Cafe
3528,142900,103900,65200,Cafe
3529,151900,103900,69800,Cafe
3530,168800,103900,66400,Cafe
3531,149300,103900,67200,Cafe
3532,170800,103900,67000,Cafe
3533,149200,103900,72500,Cafe
3534,113600,104000,66100,Cafe
3535,105600,103900,73900,Cafe
3536,156200,103900,69500,Cafe
3537,205200,104000,71500,Cafe
3538,160100,103900,67200,Cafe
3539,136500,103900,73500,Cafe
3540,156200,103900,73300,Cafe
3541,169900,103900,77300,Cafe
3542,171500,103900,74800,Cafe
3543,161300,103900,68700,Cafe
3544,152800,103900,70600,Cafe
3545,158900,103900,72000,Cafe
3546,209500,103900,65100,Cafe
3547,157900,103900,69500,Cafe
3548,114600,104000,67800,Cafe
3549,168300,103900,67400,Cafe
3550,161400,103900,72800,Cafe
3551,137900,103900,67900,Cafe
3552,132700,103900,75000,Cafe
3553,152900,103900,70800,Cafe
3554,147700,103900,70500,Cafe
3555,177500,103900,74600,Cafe
3556,183200,103900,70700,Cafe
3557,152600,103900,70700,Cafe
3558,154500,103900,72700,Cafe
3559,168600,103900,70400,Cafe
3560,182000,103900,68300,Cafe
3561,199400,103900,64800,Cafe
3562,212000,103900,68900,Cafe
3563,168300,103900,71900,Cafe
3564,189900,104000,76700,Cafe
3565,209100,103900,72600,Cafe
3566,130200,104000,69700,Cafe
3567,192100,104000,71600,Cafe
3568,160600,103900,68300,Cafe
3569,182800,103900,72100,Cafe
3570,144700,103900,68600,Cafe
3571,149600,103900,67100,Cafe
3572,190200,103900,76100,Cafe
3573,161000,103900,68600,Cafe
3574,198800,103900,74100,Cafe
3575,167500,103900,72400,Cafe
3576,134800,103900,64500,Cafe
3577,229500,103900,75800,Cafe
3578,172900,103900,73200,Cafe
3579,199800,103900,67700,Cafe
3580,198200,103900,73700,Cafe
3581,192600,103900,72400,Cafe
3582,158500,103900,67100,Cafe
3583,228400,103900,73400,Cafe
3584,182400,103900,70000,Cafe
3585,156600,103900,71600,Cafe
3586,160100,103900,69700,Cafe
3587,198400,103900,70900,Cafe
3588,168900,103900,69000,Cafe
3589,128600,103900,63800,Cafe
3590,123100,104000,70900,Cafe
3591,213500,103900,65000,Walk-up
3592,104300,103900,55600,Walk-up
3593,119200,103900,60000,Walk-up
3594,209900,103900,61900,Walk-up
3595,119300,103900,60100,Walk-up
3596,113000,103900,55200,Walk-up
3597,138300,103900,57500,Walk-up
3598,148500,103900,60200,Walk-up
3599,160400,103900,59100,Walk-up
3600,163800,103900,63500,Walk-up
3601,140900,103900,58200,Walk-up
3602,100800,103900,55300,Walk-up
3603,143100,103900,57600,Walk-up
3604,130000,104000,58900,Walk-up
3605,123500,103900,55900,Walk-up
3606,125100,103900,60500,Walk-up
3607,175800,103900,64200,Walk-up
3608,120100,103900,53700,Walk-up
3609,114700,103900,56500,Walk-up
3610,147800,103900,59700,Walk-up
3611,115500,103900,53600,Walk-up
3612,184500,103900,63300,Walk-up
3613,86200,103900,55000,Walk-up
3614,165900,104000,61100,Walk-up
3615,113300,103900,58400,Walk-up
3616,137600,103900,59900,Walk-up
3617,157800,103900,63400,Walk-up
3618,102700,103900,55300,Walk-up
3619,181900,103900,58200,Walk-up
3620,165900,103900,61000,Walk-up
3621,102900,103900,57000,Walk-up
3622,99700,103900,55400,Walk-up
3623,212300,103900,70800,Walk-up
3624,127200,103900,53000,Walk-up
3625,178300,103900,65600,Walk-up
3626,111500,103900,58200,Walk-up
3627,186700,103900,62400,Walk-up
3628,177500,103900,59800,Walk-up
3629,149300,104000,62100,Walk-up
3630,195800,103900,61800,Walk-up
3631,107700,103900,55000,Walk-up
3632,171300,104000,62300,Walk-up
3633,124400,103900,60400,Walk-up
3634,129800,103900,57300,Walk-up
3635,181000,103900,64400,Walk-up
3636,135400,103900,59700,Walk-up
3637,108000,103900,56900,Walk-up
3638,147200,103900,58600,Walk-up
3639,121400,103900,55400,Walk-up
3640,148600,103900,61400,Walk-up
3641,102600,103900,58500,Walk-up
3642,115500,103900,54200,Walk-up
3643,111500,103900,49400,Walk-up
3644,174900,103900,63100,Walk-up
3645,161900,104000,62600,Walk-up
3646,103700,103900,59800,Walk-up
3647,118800,103900,59000,Walk-up
3648,117900,103900,59100,Walk-up
3649,130700,103900,59800,Walk-up
3650,119700,103900,58200,Walk-up
3651,121800,103900,60700,Walk-up
3652,173300,103900,61300,Walk-up
3653,110300,103900,58300,Walk-up
3654,169900,103900,57700,Walk-up
3655,145800,103900,62800,Walk-up
3656,159500,104000,62600,Walk-up
3657,152300,103900,64900,Walk-up
3658,100400,103900,54100,Walk-up
3659,87300,103900,60000,Walk-up
3660,160900,104000,57000,Walk-up
3661,150800,103900,58100,Walk-up
3662,167600,103900,63500,Walk-up
3663,150100,103900,59500,Walk-up
3664,139100,103900,60200,Walk-up
3665,159400,103900,58900,Walk-up
3666,158900,104000,61100,Walk-up
3667,206900,103900,63600,Walk-up
3668,135000,103900,57800,Walk-up
3669,141100,103900,60800,Walk-up
3670,160600,103900,60500,Walk-up
3671,174200,103900,66600,Walk-up
3672,93200,103900,57800,Walk-up
3673,114500,103900,60700,Walk-up
3674,153200,104000,59800,Walk-up
3675,155600,103900,61700,Walk-up
3676,156700,103900,60200,Walk-up
3677,176600,103900,58500,Walk-up
3678,171600,103900,65500,Walk-up
3679,79900,103900,56800,Walk-up
3680,183700,104000,59700,Walk-up
3681,212400,103900,62600,Walk-up
3682,159000,103900,61800,Walk-up
3683,157900,103900,57500,Walk-up
3684,179400,103900,65900,Walk-up
3685,176100,103900,65300,Walk-up
3686,197000,103900,61500,Walk-up
3687,124200,103900,59500,Walk-up
3688,111000,104000,61000,Walk-up
3689,220400,103900,66100,Walk-up
3690,168300,103900,63300,Walk-up
3691,145200,103900,56900,Walk-up
3692,113800,104000,55600,Walk-up
3693,106800,103900,53700,Walk-up
3694,138900,103900,56300,Walk-up
3695,161600,103900,57200,Walk-up
3696,141300,103900,63700,Walk-up
3697,152500,103900,63700,Walk-up
3698,95100,104000,57900,Walk-up
3699,159900,103900,60100,Walk-up
3700,105200,103900,54100,Walk-up
3701,147200,103900,58100,Walk-up
3702,175500,103900,64000,Walk-up
3703,87000,104000,58800,Walk-up
3704,122300,103900,56500,Walk-up
3705,95400,103900,54700,Walk-up
3706,88900,103900,59800,Walk-up
3707,138500,103900,61100,Walk-up
3708,142500,103900,62200,Walk-up
3709,150200,103900,59300,Walk-up
3710,134000,103900,62500,Walk-up
3711,199200,103900,64500,Walk-up
3712,108600,103900,57000,Walk-up
3713,127900,103900,61800,Walk-up
3714,130200,104000,57100,Walk-up
3715,112400,103900,56300,Walk-up
3716,142900,104000,60300,Walk-up
3717,160000,103900,63000,Walk-up
3718,192200,103900,62100,Walk-up
3719,122300,103900,57300,Walk-up
3720,152800,103900,61600,Walk-up
3721,147600,103900,60100,Walk-up
3722,123900,103900,60200,Walk-up
3723,126500,103900,57400,Walk-up
3724,140900,103900,59900,Walk-up
3725,137500,103900,61800,Walk-up
3726,104300,103900,59100,Walk-up
3727,136200,103900,58100,Walk-up
3728,163000,103900,62700,Walk-up
3729,160800,103900,66700,Walk-up
3730,165100,103900,62500,Walk-up
3731,136400,103900,57500,Walk-up
3732,169400,103900,61300,Walk-up
3733,160700,103900,59700,Walk-up
3734,191600,103900,61800,Walk-up
3735,113400,104000,60400,Walk-up
3736,136600,103900,58300,Walk-up
3737,154500,104000,63200,Walk-up
3738,206400,103900,64300,Walk-up
3739,117900,104000,56200,Walk-up
3740,108300,103900,57900,Walk-up
3741,175000,103900,66000,Walk-up
3742,184100,103900,64000,Walk-up
3743,121300,103900,57900,Walk-up
3744,155800,103900,59400,Walk-up
3745,125500,103900,60600,Walk-up
3746,207300,103900,58900,Walk-up
3747,186000,103900,61000,Walk-up
3748,184900,103900,60600,Walk-up
3749,157100,103900,62200,Walk-up
3750,59200,104000,55000,Walk-up
3751,88800,103900,56400,Walk-up
3752,95600,104000,59800,Walk-up
3753,138900,103900,57800,Walk-up
3754,153400,103900,64100,Walk-up
3755,76000,103900,50900,Walk-up
3756,127000,103900,56100,Walk-up
3757,133000,103900,59700,Walk-up
3758,186100,103900,58800,Walk-up
3759,195200,103900,62300,Walk-up
3760,107400,103900,54000,Walk-up
3761,121100,103900,55000,Walk-up
3762,162700,103900,58000,Walk-up
3763,152400,103900,57500,Walk-up
3764,101300,103900,56500,Walk-up
3765,129400,103900,63100,Walk-up
3766,120100,103900,59700,Walk-up
3767,168200,103900,62400,Walk-up
3768,174000,103900,61200,Walk-up
3769,164000,103900,57300,Walk-up
3770,153300,103900,58000,Walk-up
3771,139800,103900,58800,Walk-up
3772,89000,103900,57700,Walk-up
3773,169900,103900,63100,Walk-up
3774,77400,103900,52400,Walk-up
3775,115500,103900,58600,Walk-up
3776,80900,104000,57800,Walk-up
3777,161300,103900,62200,Walk-up
3778,149800,103900,58800,Walk-up
3779,169400,103900,60500,Walk-up
3780,120200,103900,59800,Walk-up
3781,156600,103900,57400,Walk-up
3782,167600,103900,55300,Walk-up
3783,141600,104000,64900,Walk-up
3784,145100,103900,60600,Walk-up
3785,115100,103900,51700,Walk-up
3786,173000,104000,66900,Walk-up
3787,128200,103900,58900,Walk-up
3788,146800,103900,60600,Walk-up
3789,150200,103900,56900,Walk-up
3790,143900,103900,57300,Walk-up
3791,128100,103900,58300,Walk-up
3792,137600,103900,64700,Walk-up
3793,147200,103900,61100,Walk-up
3794,113900,104000,55700,Walk-up
3795,129500,103900,63800,Walk-up
3796,145600,103900,60400,Walk-up
3797,177600,103900,63600,Walk-up
3798,158900,103900,62200,Walk-up
3799,86700,103900,55900,Walk-up
3800,146600,103900,52800,Walk-up
3801,149100,103900,60000,Walk-up
3802,183100,103900,59400,Walk-up
3803,106100,104000,62200,Walk-up
3804,105700,103900,58100,Walk-up
3805,96400,103900,58100,Walk-up
3806,132500,103900,60700,Walk-up
3807,124200,103900,60800,Walk-up
3808,166000,103900,56800,Walk-up
3809,195700,103900,57100,Walk-up
3810,130700,104000,59000,Walk-up
3811,184000,104000,63000,Walk-up
3812,163300,103900,61100,Walk-up
3813,185500,103900,66700,Walk-up
3814,182500,103900,59700,Walk-up
3815,115900,103900,62400,Walk-up
3816,172900,103900,62900,Walk-up
3817,198000,103900,62700,Walk-up
3818,123200,103900,60400,Walk-up
3819,157100,103900,62400,Walk-up
3820,171400,103900,64300,Walk-up
3821,203000,103900,61800,Walk-up
3822,132700,103900,57900,Walk-up
3823,95300,103900,55500,Walk-up
3824,136400,103900,61900,Walk-up
3825,114700,103900,57900,Walk-up
3826,146700,103900,61800,Walk-up
3827,141500,103900,60200,Walk-up
3828,113200,103900,57800,Walk-up
3829,143800,103900,59000,Walk-up
3830,123600,103900,58500,Walk-up
3831,113500,103900,57400,Walk-up
3832,127100,103900,60200,Walk-up
3833,80700,104000,60700,Walk-up
3834,118500,103900,57000,Walk-up
3835,151000,103900,60300,Walk-up
3836,118600,104000,57300,Walk-up
3837,128800,103900,58500,Walk-up
3838,107200,103900,57700,Walk-up
3839,162200,103900,59500,Walk-up
3840,157900,103900,65000,Walk-up
3841,125600,103900,55000,Walk-up
3842,150900,103900,55300,Walk-up
3843,169200,103900,64500,Walk-up
3844,152700,103900,54500,Walk-up
3845,196200,103900,64400,Walk-up
3846,123800,104000,64200,Walk-up
3847,116000,103900,58800,Walk-up
3848,110800,104000,54800,Walk-up
3849,124000,103900,56800,Walk-up
3850,160400,103900,59500,Walk-up
3851,69800,103900,54000,Walk-up
3852,137300,104000,61800,Walk-up
3853,121600,103900,56500,Walk-up
3854,140600,103900,57500,Walk-up
3855,107200,103900,58300,Walk-up
3856,162900,103900,63800,Walk-up
3857,153400,103900,62600,Walk-up
3858,166600,103900,61200,Walk-up
3859,157500,103900,63100,Walk-up
3860,134600,104000,56900,Walk-up
3861,134600,103900,56900,Walk-up
3862,148700,104000,58800,Walk-up
3863,133200,103900,61500,Walk-up
3864,156600,103900,60600,Walk-up
3865,206000,103900,64200,Walk-up
3866,118500,103900,55000,Walk-up
3867,157900,103900,58600,Walk-up
3868,218100,103900,62400,Walk-up
3869,148100,103900,58200,Walk-up
3870,176500,103900,57700,Walk-up
3871,161800,103900,60100,Walk-up
3872,149700,103900,59000,Walk-up
3873,171500,103900,63100,Walk-up
3874,163200,103900,60700,Walk-up
3875,167400,103900,63600,Walk-up
3876,125000,103900,60600,Walk-up
3877,166600,103900,62900,Walk-up
3878,114500,103900,59700,Walk-up
3879,104400,103900,55500,Walk-up
3880,131600,103900,60300,Walk-up
3881,132100,103900,57800,Walk-up
3882,139500,103900,57600,Walk-up
3883,168800,103900,61300,Walk-up
3884,147700,103900,61000,Walk-up
3885,101000,103900,55400,Walk-up
3886,124200,103900,58300,Walk-up
3887,130200,103900,60700,Walk-up
3888,110300,103900,60300,Walk-up
3889,189000,103900,64300,Walk-up
3890,155700,103900,57100,Walk-up
3891,123500,103900,62100,Walk-up
3892,93100,103900,56500,Walk-up
3893,193300,103900,63900,Walk-up
3894,127000,103900,63200,Walk-up
3895,184600,103900,63600,Walk-up
3896,183400,103900,63500,Walk-up
3897,178600,103900,62000,Walk-up
3898,104200,104000,58100,Walk-up
3899,112000,104000,58700,Walk-up
3900,116900,103900,58500,Walk-up
3901,187000,103900,59600,Walk-up
3902,152400,103900,59400,Walk-up
3903,129100,103900,57300,Walk-up
3904,234400,104000,64700,Walk-up
3905,130200,103900,53600,Walk-up
3906,109600,103900,58000,Walk-up
3907,89300,103900,56900,Walk-up
3908,159100,103900,62700,Walk-up
3909,197800,103900,60900,Walk-up
3910,116800,104000,54800,Walk-up
3911,182200,103900,60600,Walk-up
3912,155100,103900,61900,Walk-up
3913,152300,103900,60200,Walk-up
3914,145800,103900,63700,Walk-up
3915,157100,103900,62900,Walk-up
3916,164300,103900,61700,Walk-up
3917,137700,104000,58700,Walk-up
3918,143400,103900,60100,Walk-up
3919,214700,103900,69500,Walk-up
3920,64000,103900,56000,Walk-up
3921,137400,103900,61100,Walk-up
3922,120200,103900,58600,Walk-up
3923,104400,103900,59700,Walk-up
3924,141800,103900,56500,Walk-up
3925,153200,103900,61500,Walk-up
3926,135500,104000,57900,Walk-up
3927,133400,103900,55800,Walk-up
3928,155000,103900,62400,Walk-up
3929,213200,103900,65500,Walk-up
3930,105800,103900,58100,Walk-up
3931,115800,103900,62400,Walk-up
3932,96700,103900,57000,Walk-up
3933,170100,103900,59300,Walk-up
3934,112200,103900,60700,Walk-up
3935,121100,103900,62400,Walk-up
3936,159300,104000,61500,Walk-up
3937,181700,103900,62400,Walk-up
3938,115500,103900,56300,Walk-up
3939,128800,103900,59900,Walk-up
3940,103800,103900,56900,Walk-up
3941,200000,103900,63400,Walk-up
3942,198300,103900,61300,Walk-up
3943,177000,103900,61900,Walk-up
3944,148300,103900,58800,Walk-up
3945,32600,103900,53200,Walk-up
3946,155200,103900,60700,Walk-up
3947,166400,103900,62300,Walk-up
3948,62500,104000,53400,Walk-up
3949,90300,103900,57600,Walk-up
3950,136200,103900,61400,Walk-up
3951,161300,103900,63300,Walk-up
3952,141800,104000,57800,Walk-up
3953,159400,104000,59600,Walk-up
3954,157100,103900,60700,Walk-up
3955,153400,103900,60300,Walk-up
3956,116700,104000,58100,Walk-up
3957,169000,103900,62500,Walk-up
3958,151600,103900,63000,Walk-up
3959,119700,103900,59200,Walk-up
3960,141800,103900,58300,Walk-up
3961,146200,103900,56000,Walk-up
3962,198600,103900,63400,Walk-up
3963,132500,103900,56500,Walk-up
3964,161000,104000,61600,Walk-up
3965,144500,103900,62000,Walk-up
3966,117000,103900,61300,Walk-up
3967,119900,103900,55700,Walk-up
3968,108900,103900,59400,Walk-up
3969,145500,103900,59700,Walk-up
3970,138800,104000,60200,Walk-up
3971,53800,103900,55500,Walk-up
3972,167200,103900,64900,Walk-up
3973,77700,103900,54400,Walk-up
3974,163500,104000,63100,Walk-up
3975,187900,103900,64000,Walk-up
3976,239700,103900,64500,Walk-up
3977,138500,103900,63200,Walk-up
3978,128800,103900,57900,Walk-up
3979,138800,103900,57100,Walk-up
3980,143300,103900,61200,Walk-up
3981,151500,104000,61300,Walk-up
3982,144800,103900,58000,Walk-up
3983,152200,103900,59100,Walk-up
3984,131600,103900,59000,Walk-up
3985,174300,103900,61200,Walk-up
3986,122200,103900,58100,Walk-up
3987,149400,103900,60300,Walk-up
3988,148400,103900,65500,Walk-up
3989,146300,103900,60800,Walk-up
3990,141000,103900,59800,Walk-up
3991,153000,103900,63300,Walk-up
3992,158800,103900,64100,Walk-up
3993,151700,104000,63200,Walk-up
3994,98800,103900,60800,Walk-up
3995,163500,103900,63800,Walk-up
3996,143500,103900,59200,Walk-up
3997,149300,103900,56300,Walk-up
3998,175100,103900,62800,Walk-up
3999,134700,103900,55700,Walk-up
4000,103200,103900,58200,Walk-up
4001,204700,103900,63800,Walk-up
4002,189700,103900,63200,Walk-up
4003,104400,103900,61900,Walk-up
4004,205400,103900,62400,Walk-up
4005,147000,103900,60600,Walk-up
4006,231700,103900,64000,Walk-up
4007,136000,103900,56800,Walk-up
4008,156800,103900,60500,Walk-up
4009,131600,103900,61000,Walk-up
4010,144200,104000,61000,Walk-up
4011,101800,103900,59600,Walk-up
4012,203000,103900,65700,Walk-up
4013,125200,103900,57000,Walk-up
4014,110900,103900,58500,Walk-up
4015,170400,103900,61500,Walk-up
4016,126800,103900,57400,Walk-up
4017,138000,103900,65000,Walk-up
4018,126900,103900,60300,Walk-up
4019,137600,103900,58900,Walk-up
4020,90900,103900,56100,Walk-up
4021,145200,103900,58700,Walk-up
4022,128400,103900,62800,Walk-up
4023,149100,103900,63500,Walk-up
4024,125300,103900,58400,Walk-up
4025,172200,104000,61100,Walk-up
4026,144200,103900,60200,Walk-up
4027,141100,103900,57900,Walk-up
4028,69300,103900,50000,Walk-up
4029,159500,103900,65500,Walk-up
4030,92300,103900,59800,Walk-up
4031,111300,103900,58100,Walk-up
4032,90400,103900,58300,Walk-up
4033,92800,103900,51200,Walk-up
4034,112500,103900,57200,Walk-up
4035,207800,103900,66100,Walk-up
4036,111500,103900,54100,Walk-up
4037,209700,103900,63300,Walk-up
4038,106100,103900,56700,Walk-up
4039,173600,103900,63800,Walk-up
4040,131200,103900,60700,Walk-up
4041,201400,104000,68600,Walk-up
4042,106400,103900,59400,Walk-up
4043,105500,103900,56000,Walk-up
4044,197600,103900,63600,Walk-up
4045,181200,103900,62500,Walk-up
4046,88700,104000,56300,Walk-up
4047,167800,103900,62900,Walk-up
4048,192100,103900,62700,Walk-up
4049,114300,103900,61800,Walk-up
4050,119600,103900,55900,Walk-up
4051,135500,103900,60400,Walk-up
4052,45200,103900,54600,Walk-up
4053,131800,103900,57900,Walk-up
4054,141900,103900,58700,Walk-up
4055,136100,103900,59300,Walk-up
4056,90300,103900,58000,Walk-up
4057,112200,103900,55200,Walk-up
4058,204300,103900,64400,Walk-up
4059,125000,103900,62900,Walk-up
4060,122100,103900,58400,Walk-up
4061,130000,104000,53400,Walk-up
4062,96200,103900,57600,Walk-up
4063,113900,103900,59000,Walk-up
4064,123700,103900,58600,Walk-up
4065,153400,103900,59800,Walk-up
4066,201300,103900,65400,Walk-up
4067,179700,104000,63900,Walk-up
4068,165800,103900,60900,Walk-up
4069,162000,103900,58500,Walk-up
4070,158200,103900,61100,Walk-up
